entry_time,exit_time,side,entry,exit,qty,pnl_gross,pnl_net,entry_fees,exit_fees,sl_initial,sl_final,peak_pnl,atr_original,atr_used,trailing_was_active
2022-06-11 12:00:00,2022-06-11 14:00:00,SHORT,0.5673,0.56196,26.441036488630353,0.1411951348492864,0.12626573241671102,0.0075,0.0074294024325753565,0.5874,0.56196,0.23532522474881065,0.013400000000000007,0.013400000000000007,True
2022-06-12 23:00:00,2022-06-13 00:00:00,SHORT,0.4896,0.4748,30.637254901960784,0.453431372549019,0.4386580882352935,0.0075,0.0072732843137254906,0.5115107142857143,0.4748,0.5667892156862733,0.014607142857142846,0.014607142857142846,True
2022-06-18 06:00:00,2022-06-18 07:00:00,SHORT,0.4666,0.46198,32.147449635662234,0.14852121731675993,0.13359547792541832,0.0075,0.0074257393913416195,0.4786964285714286,0.46198,0.24753536219460048,0.008064285714285722,0.008064285714285722,True
2022-06-21 19:00:00,2022-06-22 00:00:00,SHORT,0.4809,0.47622000000000003,31.191515907673114,0.145976294447909,0.13104928259513293,0.0075,0.007427011852776046,0.4971857142857143,0.47622000000000003,0.24329382407984948,0.010857142857142855,0.010857142857142855,True
2022-06-29 06:00:00,2022-06-29 09:00:00,SHORT,0.464,0.4738571428571429,32.32758620689655,-0.3186576354679816,-0.3338169642857156,0.0075,0.007659328817733991,0.4738571428571429,0.4738571428571429,0.0,0.006571428571428581,0.006571428571428581,False
2022-06-30 06:00:00,2022-06-30 08:00:00,SHORT,0.4483,0.44704999999999995,33.459736783403976,0.041824670979255935,0.026845583314745562,0.0075,0.007479087664510373,0.45858571428571426,0.44704999999999995,0.08364934195851001,0.006857142857142859,0.006857142857142859,True
2022-07-07 18:00:00,2022-07-07 19:00:00,LONG,0.4753,0.47775,31.559015358720806,0.07731958762886622,0.06228092783505179,0.0075,0.007538659793814433,0.4690964285714286,0.47775,0.15463917525773244,0.004135714285714278,0.004135714285714278,True
2022-07-09 05:00:00,2022-07-09 06:00:00,LONG,0.4786,0.48040000000000005,31.34141245298788,0.056414542415378924,0.041386335144171234,0.0075,0.007528207271207689,0.47128214285714287,0.48040000000000005,0.11282908483075611,0.004878571428571439,0.004878571428571439,True
2022-07-12 21:00:00,2022-07-12 23:00:00,SHORT,0.4222,0.41945,35.52818569398389,0.09770251065845678,0.082751361913786,0.0075,0.007451148744670772,0.4295821428571429,0.41945,0.1954050213169116,0.004921428571428581,0.004921428571428581,True
2022-07-13 12:00:00,2022-07-13 14:00:00,SHORT,0.4092,0.41933571428571426,36.65689149560117,-0.3715437788018419,-0.3867295506912428,0.0075,0.007685771889400921,0.41933571428571426,0.41933571428571426,0.0,0.0067571428571428505,0.0067571428571428505,False
