entry_time,exit_time,side,entry,exit,qty,pnl_gross,pnl_net,entry_fees,exit_fees,sl_initial,sl_final,peak_pnl,atr_original,atr_used,trailing_was_active
2022-06-11 12:00:00,2022-06-11 14:00:00,SHORT,0.5673,0.5610700000000001,37.017451084082495,0.23061872025383237,0.2097340296139593,0.0105,0.010384690639873084,0.6008,0.5610700000000001,0.3294553146483349,0.013400000000000007,0.013400000000000007,True
2022-06-12 23:00:00,2022-06-13 00:00:00,SHORT,0.4896,0.4748,42.8921568627451,0.6348039215686265,0.6141213235294108,0.0105,0.010182598039215686,0.5261178571428571,0.4748,0.7935049019607826,0.014607142857142846,0.014607142857142846,True
2022-06-18 06:00:00,2022-06-18 07:00:00,SHORT,0.4666,0.46121,45.00642948992713,0.2425846549507075,0.22170594727818285,0.0105,0.010378707672524646,0.4867607142857143,0.46121,0.3465495070724407,0.008064285714285722,0.008064285714285722,True
2022-06-21 19:00:00,2022-06-22 00:00:00,SHORT,0.4809,0.47544000000000003,43.66812227074236,0.23842794759825175,0.21754716157205087,0.0105,0.010380786026200874,0.5080428571428571,0.47544000000000003,0.34061135371178924,0.010857142857142855,0.010857142857142855,True
2022-06-29 06:00:00,2022-06-29 16:00:00,SHORT,0.464,0.46265,45.25862068965517,0.06109913793103528,0.0401296875000008,0.0105,0.01046945043103448,0.4804285714285715,0.46265,0.12219827586207056,0.006571428571428581,0.006571428571428581,True
2022-06-30 06:00:00,2022-06-30 08:00:00,SHORT,0.4483,0.44704999999999995,46.84363149676556,0.0585545393709583,0.03758381664064378,0.0105,0.01047072273031452,0.4654428571428571,0.44704999999999995,0.11710907874191401,0.006857142857142859,0.006857142857142859,True
2022-07-07 18:00:00,2022-07-07 19:00:00,LONG,0.4753,0.47824,44.18262150220913,0.12989690721649477,0.10883195876288652,0.0105,0.010564948453608248,0.4649607142857143,0.47824,0.21649484536082542,0.004135714285714278,0.004135714285714278,True
2022-07-09 05:00:00,2022-07-09 06:00:00,LONG,0.4786,0.48040000000000005,43.87797743418303,0.0789803593815305,0.057940869201839745,0.0105,0.010539490179690764,0.4664035714285714,0.48040000000000005,0.15796071876305856,0.004878571428571439,0.004878571428571439,True
2022-07-12 21:00:00,2022-07-12 23:00:00,SHORT,0.4222,0.4189,49.739459971577446,0.1641402179062068,0.1432222880151599,0.0105,0.010417929891046895,0.4345035714285715,0.4189,0.2735670298436762,0.004921428571428581,0.004921428571428581,True
2022-07-13 12:00:00,2022-07-13 17:00:00,SHORT,0.4092,0.42609285714285716,51.31964809384164,-0.8669354838709683,-0.8883689516129037,0.0105,0.010933467741935484,0.42609285714285716,0.42609285714285716,0.0,0.0067571428571428505,0.0067571428571428505,False
2022-07-17 06:00:00,2022-07-17 10:00:00,LONG,0.4648,0.4505321428571428,45.18072289156627,-0.644632099827884,-0.66530978377797,0.0105,0.010177683950086058,0.4505321428571428,0.4505321428571428,0.0,0.005707142857142859,0.005707142857142859,False
