timestamp,y_long,y_short,weights
1970-01-01 00:26:18.852000,1,0,2.0
1970-01-01 00:26:18.855600,1,0,2.0
1970-01-01 00:26:18.862800,1,0,2.0
1970-01-01 00:26:18.866400,0,1,2.0
1970-01-01 00:26:18.870000,0,1,2.0
1970-01-01 00:26:18.877200,0,1,2.0
1970-01-01 00:26:18.909600,0,1,2.0
1970-01-01 00:26:18.938400,1,0,2.0
1970-01-01 00:26:18.942000,1,0,2.0
1970-01-01 00:26:18.945600,1,0,2.0
1970-01-01 00:26:18.949200,1,0,2.0
1970-01-01 00:26:18.952800,1,0,2.0
1970-01-01 00:26:18.956400,1,0,2.0
1970-01-01 00:26:18.960000,1,0,2.0
1970-01-01 00:26:18.985200,1,0,2.0
1970-01-01 00:26:18.988800,1,0,2.0
1970-01-01 00:26:18.992400,1,0,2.0
1970-01-01 00:26:18.996000,1,0,2.0
1970-01-01 00:26:18.999600,1,0,2.0
1970-01-01 00:26:19.003200,1,0,2.0
1970-01-01 00:26:19.006800,1,0,2.0
1970-01-01 00:26:19.046400,0,1,2.0
1970-01-01 00:26:19.050000,0,1,2.0
1970-01-01 00:26:19.053600,0,1,2.0
1970-01-01 00:26:19.060800,1,0,2.0
1970-01-01 00:26:19.093200,0,1,2.0
1970-01-01 00:26:19.114800,0,0,2.0
1970-01-01 00:26:19.118400,0,1,2.0
1970-01-01 00:26:19.122000,0,1,2.0
1970-01-01 00:26:19.125600,0,1,2.0
1970-01-01 00:26:19.129200,0,1,2.0
1970-01-01 00:26:19.190400,1,0,2.0
1970-01-01 00:26:19.215600,1,0,2.0
1970-01-01 00:26:19.219200,1,0,2.0
1970-01-01 00:26:19.222800,1,0,2.0
1970-01-01 00:26:19.226400,1,0,2.0
1970-01-01 00:26:19.230000,1,0,2.0
1970-01-01 00:26:19.233600,1,0,2.0
1970-01-01 00:26:19.251600,0,1,2.0
1970-01-01 00:26:19.255200,0,0,2.0
1970-01-01 00:26:19.262400,1,0,2.0
1970-01-01 00:26:19.266000,1,0,2.0
1970-01-01 00:26:19.269600,1,0,2.0
1970-01-01 00:26:19.273200,1,0,2.0
1970-01-01 00:26:19.298400,0,1,2.0
1970-01-01 00:26:19.305600,0,1,2.0
1970-01-01 00:26:19.352400,0,1,2.0
1970-01-01 00:26:19.356000,0,1,2.0
1970-01-01 00:26:19.388400,1,0,2.0
1970-01-01 00:26:19.410000,0,1,2.0
1970-01-01 00:26:19.413600,0,1,2.0
1970-01-01 00:26:19.417200,0,1,2.0
1970-01-01 00:26:19.420800,0,1,2.0
1970-01-01 00:26:19.424400,0,1,2.0
1970-01-01 00:26:19.428000,0,1,2.0
1970-01-01 00:26:19.518000,1,0,2.0
1970-01-01 00:26:19.521600,1,0,2.0
1970-01-01 00:26:19.611600,0,1,2.0
1970-01-01 00:26:19.615200,0,1,2.0
1970-01-01 00:26:19.618800,0,1,2.0
1970-01-01 00:26:19.622400,0,1,2.0
1970-01-01 00:26:19.626000,0,1,2.0
1970-01-01 00:26:19.629600,0,1,2.0
1970-01-01 00:26:19.633200,1,0,2.0
1970-01-01 00:26:19.654800,1,0,2.0
1970-01-01 00:26:19.658400,1,0,2.0
1970-01-01 00:26:19.662000,1,0,2.0
1970-01-01 00:26:19.669200,1,0,2.0
1970-01-01 00:26:19.719600,0,1,2.0
1970-01-01 00:26:19.723200,0,1,2.0
1970-01-01 00:26:19.726800,0,1,2.0
1970-01-01 00:26:19.730400,0,1,2.0
1970-01-01 00:26:19.734000,0,1,2.0
1970-01-01 00:26:19.737600,0,1,2.0
1970-01-01 00:26:19.744800,0,1,2.0
1970-01-01 00:26:19.748400,0,1,2.0
1970-01-01 00:26:19.762800,0,1,2.0
1970-01-01 00:26:19.766400,0,1,2.0
1970-01-01 00:26:19.770000,0,1,2.0
1970-01-01 00:26:19.773600,0,1,2.0
1970-01-01 00:26:19.777200,0,1,2.0
1970-01-01 00:26:19.780800,0,1,2.0
1970-01-01 00:26:19.784400,0,1,2.0
1970-01-01 00:26:19.788000,0,1,2.0
1970-01-01 00:26:19.791600,0,1,2.0
1970-01-01 00:26:19.795200,0,1,2.0
1970-01-01 00:26:19.809600,0,1,2.0
1970-01-01 00:26:19.813200,0,1,2.0
1970-01-01 00:26:19.816800,0,1,2.0
1970-01-01 00:26:19.820400,0,1,2.0
1970-01-01 00:26:19.824000,0,1,2.0
1970-01-01 00:26:19.827600,0,1,2.0
1970-01-01 00:26:19.842000,0,0,2.0
1970-01-01 00:26:19.856400,1,0,2.0
1970-01-01 00:26:19.860000,1,0,2.0
1970-01-01 00:26:19.892400,0,1,2.0
1970-01-01 00:26:19.896000,0,1,2.0
1970-01-01 00:26:19.899600,0,1,2.0
1970-01-01 00:26:19.903200,0,1,2.0
1970-01-01 00:26:19.906800,0,1,2.0
1970-01-01 00:26:19.939200,0,1,2.0
1970-01-01 00:26:20.004000,1,0,2.0
1970-01-01 00:26:20.011200,1,0,2.0
1970-01-01 00:26:20.014800,1,0,2.0
1970-01-01 00:26:20.018400,1,0,2.0
1970-01-01 00:26:20.022000,1,0,2.0
