timestamp,y_long,y_short,weights
2023-01-03 21:00:00,1,0,1.0
2023-01-03 22:00:00,1,0,1.0
2023-01-03 23:00:00,1,0,1.0
2023-01-04 00:00:00,1,0,1.0
2023-01-04 01:00:00,1,0,1.0
2023-01-04 02:00:00,1,0,1.0
2023-01-04 12:00:00,1,0,1.0
2023-01-04 18:00:00,0,1,1.0
2023-01-05 15:00:00,1,0,1.0
2023-01-05 16:00:00,1,0,1.0
2023-01-05 17:00:00,1,0,1.0
2023-01-05 18:00:00,1,0,1.0
2023-01-05 19:00:00,1,0,1.0
2023-01-05 20:00:00,1,0,1.0
2023-01-05 21:00:00,1,0,1.0
2023-01-05 22:00:00,1,0,1.0
2023-01-05 23:00:00,1,0,1.0
2023-01-06 06:00:00,0,1,1.0
2023-01-06 14:00:00,1,0,1.0
2023-01-06 17:00:00,1,0,1.0
2023-01-07 13:00:00,1,0,1.0
2023-01-07 14:00:00,1,0,1.0
2023-01-07 16:00:00,1,0,1.0
2023-01-07 17:00:00,1,0,1.0
2023-01-08 03:00:00,1,0,1.0
2023-01-08 04:00:00,1,0,1.0
2023-01-08 05:00:00,1,0,1.0
2023-01-08 06:00:00,1,0,1.0
2023-01-08 07:00:00,1,0,1.0
2023-01-08 08:00:00,1,0,1.0
2023-01-08 09:00:00,1,0,1.0
2023-01-08 17:00:00,1,0,1.0
2023-01-08 18:00:00,1,0,1.0
2023-01-08 19:00:00,1,0,1.0
2023-01-08 20:00:00,1,0,1.0
2023-01-08 21:00:00,1,0,1.0
2023-01-08 22:00:00,1,0,1.0
2023-01-08 23:00:00,1,0,1.0
2023-01-09 00:00:00,1,0,1.0
2023-01-09 16:00:00,0,1,1.0
2023-01-09 17:00:00,0,1,1.0
2023-01-10 12:00:00,1,0,1.0
2023-01-10 13:00:00,1,0,1.0
2023-01-10 14:00:00,1,0,1.0
2023-01-10 20:00:00,0,1,1.0
2023-01-10 21:00:00,0,1,1.0
2023-01-10 22:00:00,0,1,1.0
2023-01-10 23:00:00,0,1,1.0
2023-01-11 00:00:00,0,1,1.0
2023-01-11 01:00:00,0,1,1.0
2023-01-11 09:00:00,0,1,1.0
2023-01-11 10:00:00,0,1,1.0
2023-01-11 11:00:00,0,1,1.0
2023-01-11 13:00:00,1,0,1.0
2023-01-11 15:00:00,1,0,1.0
2023-01-11 16:00:00,1,0,1.0
2023-01-11 17:00:00,1,0,1.0
2023-01-11 18:00:00,1,0,1.0
2023-01-11 19:00:00,1,0,1.0
2023-01-11 20:00:00,1,0,1.0
2023-01-11 21:00:00,1,0,1.0
2023-01-11 22:00:00,1,0,1.0
2023-01-12 09:00:00,1,0,1.0
2023-01-12 10:00:00,1,0,1.0
2023-01-12 11:00:00,1,0,1.0
2023-01-12 12:00:00,1,0,1.0
2023-01-13 05:00:00,1,0,1.0
2023-01-13 09:00:00,0,1,1.0
2023-01-13 13:00:00,1,0,1.0
2023-01-13 14:00:00,1,0,1.0
2023-01-13 15:00:00,1,0,1.0
2023-01-13 16:00:00,1,0,1.0
2023-01-13 17:00:00,1,0,1.0
2023-01-13 18:00:00,1,0,1.0
2023-01-13 19:00:00,1,0,1.0
2023-01-13 20:00:00,1,0,1.0
2023-01-13 21:00:00,1,0,1.0
2023-01-13 22:00:00,1,0,1.0
2023-01-13 23:00:00,1,0,1.0
2023-01-14 00:00:00,1,0,1.0
2023-01-14 04:00:00,1,0,1.0
2023-01-14 06:00:00,0,1,1.0
2023-01-14 08:00:00,0,1,1.0
2023-01-15 19:00:00,1,0,1.0
2023-01-15 21:00:00,1,0,1.0
2023-01-15 22:00:00,1,0,1.0
2023-01-15 23:00:00,1,0,1.0
2023-01-16 00:00:00,1,0,1.0
2023-01-16 02:00:00,0,1,1.0
2023-01-16 03:00:00,0,1,1.0
2023-01-16 04:00:00,0,1,1.0
2023-01-16 05:00:00,0,1,1.0
2023-01-16 06:00:00,0,1,1.0
2023-01-16 07:00:00,0,1,1.0
2023-01-17 17:00:00,0,1,1.0
2023-01-17 18:00:00,0,1,1.0
2023-01-17 19:00:00,0,1,1.0
2023-01-17 20:00:00,0,1,1.0
2023-01-17 21:00:00,0,1,1.0
2023-01-17 23:00:00,1,0,1.0
2023-01-18 05:00:00,0,1,1.0
2023-01-18 06:00:00,0,1,1.0
2023-01-18 08:00:00,1,0,1.0
2023-01-18 13:00:00,0,1,1.0
2023-01-18 14:00:00,0,1,1.0
2023-01-18 15:00:00,0,1,1.0
2023-01-19 12:00:00,1,0,1.0
2023-01-19 13:00:00,1,0,1.0
2023-01-19 14:00:00,1,0,1.0
2023-01-19 15:00:00,1,0,1.0
2023-01-19 17:00:00,1,0,1.0
2023-01-20 10:00:00,1,0,1.0
2023-01-20 11:00:00,1,0,1.0
2023-01-20 12:00:00,1,0,1.0
2023-01-20 13:00:00,1,0,1.0
2023-01-20 14:00:00,1,0,1.0
2023-01-20 15:00:00,1,0,1.0
2023-01-20 16:00:00,1,0,1.0
2023-01-20 17:00:00,1,0,1.0
2023-01-20 18:00:00,1,0,1.0
2023-01-20 19:00:00,1,0,1.0
2023-01-21 10:00:00,1,0,1.0
2023-01-21 11:00:00,1,0,1.0
2023-01-22 02:00:00,1,0,1.0
2023-01-22 03:00:00,1,0,1.0
2023-01-22 04:00:00,1,0,1.0
2023-01-22 05:00:00,1,0,1.0
2023-01-22 06:00:00,1,0,1.0
2023-01-22 07:00:00,1,0,1.0
2023-01-24 07:00:00,0,1,1.0
2023-01-24 08:00:00,0,1,1.0
2023-01-24 16:00:00,0,1,1.0
2023-01-24 18:00:00,0,1,1.0
2023-01-24 19:00:00,0,1,1.0
2023-01-24 20:00:00,0,1,1.0
2023-01-24 21:00:00,0,1,1.0
2023-01-24 22:00:00,0,1,1.0
2023-01-25 14:00:00,1,0,1.0
2023-01-25 15:00:00,1,0,1.0
2023-01-25 16:00:00,1,0,1.0
2023-01-25 17:00:00,1,0,1.0
2023-01-25 18:00:00,1,0,1.0
2023-01-25 19:00:00,1,0,1.0
2023-01-25 20:00:00,1,0,1.0
2023-01-25 22:00:00,1,0,1.0
2023-01-25 23:00:00,1,0,1.0
2023-01-26 19:00:00,0,1,1.0
2023-01-26 20:00:00,0,1,1.0
2023-01-27 12:00:00,1,0,1.0
2023-01-27 15:00:00,1,0,1.0
2023-01-27 18:00:00,1,0,1.0
2023-01-27 19:00:00,1,0,1.0
2023-01-27 20:00:00,1,0,1.0
2023-01-27 21:00:00,1,0,1.0
2023-01-27 22:00:00,1,0,1.0
2023-01-28 20:00:00,1,0,1.0
2023-01-28 22:00:00,1,0,1.0
2023-01-29 13:00:00,1,0,1.0
2023-01-29 14:00:00,1,0,1.0
2023-01-29 15:00:00,1,0,1.0
2023-01-29 16:00:00,1,0,1.0
2023-01-29 23:00:00,0,1,1.0
2023-01-30 03:00:00,0,1,1.0
